"age_grp";"race";"month_from_start";"rr";"Model";"Standard Error";"Flag";"APC";"Joinpoints";"Final Selected Model"
all_ages;multirace;5;0.482259015;0.446495956;0.015822059;NA;0.120370147*;0;0
all_ages;multirace;6;0.461769386;0.447033404;0.015687468;NA;0.120370147*;0;0
all_ages;multirace;7;0.454777951;0.447571499;0.015343982;NA;0.120370147*;0;0
all_ages;multirace;8;0.472685438;0.448110241;0.015665380;NA;0.120370147*;0;0
all_ages;multirace;9;0.452109002;0.448649632;0.015559938;NA;0.120370147*;0;0
all_ages;multirace;10;0.443993001;0.449189672;0.014955862;NA;0.120370147*;0;0
all_ages;multirace;11;0.451964850;0.449730363;0.015095756;NA;0.120370147*;0;0
all_ages;multirace;12;0.449441455;0.450271704;0.014584081;NA;0.120370147*;0;0
all_ages;multirace;13;0.418771682;0.450813696;0.013760185;NA;0.120370147*;0;0
all_ages;multirace;14;0.457360948;0.451356342;0.015119587;NA;0.120370147*;0;0
all_ages;multirace;15;0.458099705;0.451899640;0.014487627;NA;0.120370147*;0;0
all_ages;multirace;16;0.430814436;0.452443592;0.014379818;NA;0.120370147*;0;0
all_ages;multirace;17;0.456703965;0.452988199;0.014843582;NA;0.120370147*;0;0
all_ages;multirace;18;0.458235030;0.453533462;0.015025247;NA;0.120370147*;0;0
all_ages;multirace;19;0.448375747;0.454079381;0.014903636;NA;0.120370147*;0;0
all_ages;multirace;20;0.448928459;0.454625957;0.014988473;NA;0.120370147*;0;0
all_ages;multirace;21;0.460605972;0.455173191;0.015224010;NA;0.120370147*;0;0
all_ages;multirace;22;0.415936731;0.455721083;0.013991508;NA;0.120370147*;0;0
all_ages;multirace;23;0.417720325;0.456269635;0.014072979;NA;0.120370147*;0;0
all_ages;multirace;24;0.460888276;0.456818848;0.014375937;NA;0.120370147*;0;0
all_ages;multirace;25;0.439135256;0.457368721;0.013661605;NA;0.120370147*;0;0
all_ages;multirace;26;0.453681322;0.457919257;0.014459531;NA;0.120370147*;0;0
all_ages;multirace;27;0.435836472;0.458470455;0.013547908;NA;0.120370147*;0;0
all_ages;multirace;28;0.439261276;0.459022316;0.012933080;NA;0.120370147*;0;0
all_ages;multirace;29;0.458158347;0.459574842;0.013614418;NA;0.120370147*;0;0
all_ages;multirace;30;0.480160618;0.460128033;0.014743642;NA;0.120370147*;0;0
